signature,trump_count,strongest_trump_strength,weakest_trump_strength,max_suit_run,trump_strength_sum,color_aces,total_points,non_trump_points,hand_instances,games,win_rate,win_rate_std,avg_points,hand_example
8-14-0-0-49-0,8,14.0,0.0,0,49,0,19,0,3,0,0.0,0.0,0.0,U_Heart 7_Heart U_Acorn 8_Heart U_Bell 9_Heart O_Acorn 10_Heart
4-11-5-3-30-2,4,11.0,5.0,3,30,2,48,22,13,0,0.0,0.0,0.0,A_Bell 9_Bell U_Heart A_Leaf 10_Heart 8_Bell A_Heart O_Bell
3-13-8-2-31-3,3,13.0,8.0,2,31,3,40,33,14,0,0.0,0.0,0.0,A_Leaf U_Heart A_Acorn 9_Acorn 9_Bell O_Leaf A_Bell U_Acorn
5-7-2-3-23-0,5,7.0,2.0,3,23,0,37,14,9,0,0.0,0.0,0.0,A_Heart 9_Heart 10_Heart 10_Leaf 8_Leaf K_Leaf U_Bell 8_Heart
6-7-0-1-25-2,6,7.0,0.0,1,25,2,49,22,1,0,0.0,0.0,0.0,7_Heart A_Heart A_Leaf 9_Heart U_Bell A_Bell K_Heart 10_Heart
3-14-3-5-27-1,3,14.0,3.0,5,27,1,26,21,5,0,0.0,0.0,0.0,A_Leaf O_Acorn 7_Leaf 8_Leaf 9_Leaf U_Acorn 10_Leaf 9_Heart
4-11-4-3-33-2,4,11.0,4.0,3,33,2,43,32,14,0,0.0,0.0,0.0,O_Bell A_Bell A_Acorn 10_Bell K_Heart U_Heart U_Acorn 7_Bell
3-13-0-5-16-1,3,13.0,0.0,5,16,1,28,25,2,0,0.0,0.0,0.0,7_Heart 10_Acorn O_Leaf 9_Acorn K_Acorn A_Acorn 7_Acorn 9_Heart
6-9-3-2-34-1,6,9.0,3.0,2,34,1,40,11,6,0,0.0,0.0,0.0,9_Acorn U_Bell 10_Heart U_Leaf 9_Heart A_Heart K_Heart A_Acorn
4-12-3-3-33-2,4,12.0,3.0,3,33,2,30,22,27,0,0.0,0.0,0.0,A_Leaf A_Acorn O_Bell 9_Heart 8_Acorn 7_Acorn U_Bell O_Heart
6-10-2-2-30-1,6,10.0,2.0,2,30,1,38,11,3,0,0.0,0.0,0.0,8_Heart 9_Bell A_Heart K_Heart A_Bell 10_Heart 9_Heart U_Acorn
6-11-4-2-46-1,6,11.0,4.0,2,46,1,34,11,8,0,0.0,0.0,0.0,A_Leaf U_Bell U_Acorn 10_Heart K_Heart 7_Leaf O_Bell U_Leaf
3-11-6-3-26-3,3,11.0,6.0,3,26,3,49,33,7,0,0.0,0.0,0.0,A_Heart A_Acorn A_Leaf 8_Bell 9_Bell U_Leaf A_Bell O_Bell
4-14-0-4-36-1,4,14.0,0.0,4,36,1,23,15,11,0,0.0,0.0,0.0,K_Bell A_Bell 7_Heart 8_Bell 7_Bell O_Leaf O_Acorn U_Leaf
4-14-3-2-40-3,4,14.0,3.0,2,40,3,42,33,9,0,0.0,0.0,0.0,9_Heart 7_Acorn O_Acorn O_Heart O_Bell A_Bell A_Acorn A_Leaf
3-13-7-5-32-0,3,13.0,7.0,5,32,0,22,14,1,0,0.0,0.0,0.0,U_Bell 7_Bell O_Leaf 8_Bell 10_Bell O_Heart K_Bell 9_Bell
3-14-2-4-28-2,3,14.0,2.0,4,28,2,38,32,13,0,0.0,0.0,0.0,8_Heart A_Bell O_Acorn O_Heart 7_Leaf 9_Leaf 10_Leaf A_Leaf
4-13-6-2-39-3,4,13.0,6.0,2,39,3,56,37,7,0,0.0,0.0,0.0,U_Leaf A_Heart A_Leaf A_Acorn O_Bell A_Bell K_Bell O_Leaf
4-13-2-2-26-3,4,13.0,2.0,2,26,3,57,33,12,0,0.0,0.0,0.0,A_Bell A_Leaf A_Acorn 10_Heart 8_Heart A_Heart 7_Bell O_Leaf
5-14-5-2-53-2,5,14.0,5.0,2,53,2,53,32,7,0,0.0,0.0,0.0,O_Acorn O_Leaf 10_Acorn A_Acorn O_Heart A_Bell U_Leaf 10_Heart
5-14-7-3-52-1,5,14.0,7.0,3,52,1,23,11,16,0,0.0,0.0,0.0,U_Leaf 9_Bell O_Acorn 7_Bell A_Bell U_Acorn O_Heart U_Bell
6-12-0-1-50-1,6,12.0,0.0,1,50,1,23,11,4,0,0.0,0.0,0.0,9_Acorn O_Bell O_Heart A_Leaf 7_Heart U_Leaf U_Heart U_Acorn
4-12-6-4-36-1,4,12.0,6.0,4,36,1,34,15,18,0,0.0,0.0,0.0,A_Heart U_Bell 9_Leaf K_Leaf 8_Leaf O_Heart A_Leaf O_Bell
2-12-11-5-23-0,2,12.0,11.0,5,23,0,30,24,8,0,0.0,0.0,0.0,K_Acorn 8_Acorn O_Bell 9_Acorn 10_Bell 7_Acorn O_Heart 10_Acorn
6-14-6-2-63-1,6,14.0,6.0,2,63,1,36,11,11,0,0.0,0.0,0.0,O_Leaf O_Bell O_Acorn O_Heart A_Acorn A_Heart 9_Acorn U_Bell
6-14-6-2-55-0,6,14.0,6.0,2,55,0,33,10,3,0,0.0,0.0,0.0,7_Bell U_Leaf O_Acorn 10_Bell U_Bell A_Heart O_Bell U_Heart
4-12-0-2-32-3,4,12.0,0.0,2,32,3,51,43,3,0,0.0,0.0,0.0,A_Leaf O_Heart 7_Heart U_Leaf O_Bell A_Bell 10_Leaf A_Acorn
6-13-0-1-31-2,6,13.0,0.0,1,31,2,50,22,1,0,0.0,0.0,0.0,O_Leaf 10_Heart A_Heart K_Heart A_Acorn 9_Heart A_Leaf 7_Heart
2-12-3-4-15-3,2,12.0,3.0,4,15,3,36,33,7,0,0.0,0.0,0.0,A_Leaf A_Acorn 8_Bell 7_Bell A_Bell 9_Heart O_Heart 9_Bell
5-10-4-3-36-0,5,10.0,4.0,3,36,0,25,4,18,0,0.0,0.0,0.0,8_Leaf A_Heart 7_Leaf U_Bell K_Leaf U_Acorn K_Heart U_Leaf
5-9-4-1-32-2,5,9.0,4.0,1,32,2,55,26,4,0,0.0,0.0,0.0,U_Leaf 10_Heart A_Heart K_Heart A_Bell U_Heart K_Leaf A_Acorn
3-8-4-5-18-0,3,8.0,4.0,5,18,0,31,14,3,0,0.0,0.0,0.0,7_Bell 8_Bell U_Heart 10_Bell 9_Bell K_Heart A_Heart K_Bell
5-14-2-1-44-3,5,14.0,2.0,1,44,3,43,33,3,0,0.0,0.0,0.0,8_Heart O_Heart U_Leaf U_Bell A_Leaf O_Acorn A_Bell A_Acorn
6-14-6-2-54-1,6,14.0,6.0,2,54,1,43,21,2,0,0.0,0.0,0.0,A_Heart A_Bell U_Bell U_Acorn U_Heart 10_Bell O_Acorn U_Leaf
5-10-0-2-30-2,5,10.0,0.0,2,30,2,32,22,15,0,0.0,0.0,0.0,U_Acorn K_Heart 8_Bell U_Bell A_Leaf A_Bell U_Leaf 7_Heart
3-8-4-3-19-3,3,8.0,4.0,3,19,3,45,37,6,0,0.0,0.0,0.0,K_Heart 8_Acorn K_Acorn U_Bell A_Bell A_Acorn A_Leaf U_Heart
4-10-0-4-26-0,4,10.0,0.0,4,26,0,10,4,3,0,0.0,0.0,0.0,K_Leaf U_Bell 8_Leaf 7_Leaf 9_Leaf U_Leaf 7_Heart U_Acorn
3-14-8-5-34-1,3,14.0,8.0,5,34,1,33,25,1,0,0.0,0.0,0.0,O_Heart A_Bell K_Bell U_Heart 10_Bell 7_Bell 8_Bell O_Acorn
4-14-6-2-44-3,4,14.0,6.0,2,44,3,53,33,5,0,0.0,0.0,0.0,O_Bell A_Leaf A_Acorn A_Heart 9_Acorn O_Leaf A_Bell O_Acorn
6-9-2-2-35-1,6,9.0,2.0,2,35,1,28,11,9,0,0.0,0.0,0.0,A_Heart U_Leaf A_Leaf U_Bell U_Heart 7_Leaf 8_Heart 9_Heart
5-14-7-1-53-2,5,14.0,7.0,1,53,2,35,22,5,0,0.0,0.0,0.0,8_Bell A_Leaf U_Bell O_Acorn O_Bell O_Heart A_Acorn U_Leaf
6-12-3-1-43-2,6,12.0,3.0,1,43,2,44,22,6,0,0.0,0.0,0.0,O_Bell U_Heart A_Acorn 9_Heart O_Heart 10_Heart K_Heart A_Leaf
3-9-2-5-15-1,3,9.0,2.0,5,15,1,21,15,4,0,0.0,0.0,0.0,K_Leaf 9_Leaf U_Leaf 8_Heart 8_Leaf 7_Leaf A_Leaf K_Heart
3-7-2-5-15-1,3,7.0,2.0,5,15,1,38,25,4,0,0.0,0.0,0.0,A_Heart 8_Acorn K_Acorn 8_Heart A_Acorn 7_Acorn U_Bell 10_Acorn
4-11-3-4-25-0,4,11.0,3.0,4,25,0,23,14,10,0,0.0,0.0,0.0,O_Bell K_Heart U_Bell 7_Bell 9_Heart 10_Bell K_Bell 8_Bell
7-14-0-1-36-0,7,14.0,0.0,1,36,0,20,0,5,0,0.0,0.0,0.0,K_Heart A_Heart O_Acorn 9_Heart 8_Heart 7_Heart 8_Leaf U_Bell
4-14-8-3-46-2,4,14.0,8.0,3,46,2,37,26,15,0,0.0,0.0,0.0,9_Acorn O_Acorn A_Acorn O_Leaf K_Acorn O_Bell A_Leaf U_Heart
7-14-3-1-62-1,7,14.0,3.0,1,62,1,37,11,11,0,0.0,0.0,0.0,A_Acorn O_Leaf O_Heart K_Heart O_Acorn 9_Heart O_Bell 10_Heart
7-12-2-1-43-1,7,12.0,2.0,1,43,1,33,11,3,0,0.0,0.0,0.0,A_Heart U_Leaf 9_Heart U_Bell O_Heart K_Heart A_Acorn 8_Heart
6-13-2-1-36-2,6,13.0,2.0,1,36,2,42,22,3,0,0.0,0.0,0.0,A_Acorn A_Heart K_Heart O_Leaf 8_Heart A_Bell U_Heart 9_Heart
5-9-0-1-29-3,5,9.0,0.0,1,29,3,49,33,1,0,0.0,0.0,0.0,A_Leaf A_Acorn A_Bell 10_Heart U_Heart U_Bell 7_Heart U_Leaf
4-12-3-4-34-1,4,12.0,3.0,4,34,1,33,25,11,0,0.0,0.0,0.0,U_Heart O_Heart A_Leaf K_Leaf 9_Heart 8_Leaf O_Bell 10_Leaf
5-6-2-2-20-2,5,6.0,2.0,2,20,2,47,22,3,0,0.0,0.0,0.0,8_Bell A_Leaf A_Bell 10_Heart 9_Heart A_Heart 8_Heart K_Heart
5-14-6-3-45-0,5,14.0,6.0,3,45,0,24,4,5,0,0.0,0.0,0.0,U_Heart O_Acorn A_Heart U_Bell 7_Bell K_Bell U_Acorn 8_Bell
7-12-2-1-57-0,7,12.0,2.0,1,57,0,22,0,10,0,0.0,0.0,0.0,U_Leaf 8_Heart U_Acorn O_Heart 7_Leaf U_Heart 10_Heart O_Bell
5-14-0-1-39-3,5,14.0,0.0,1,39,3,41,33,4,0,0.0,0.0,0.0,A_Acorn A_Leaf 9_Heart A_Bell O_Heart 7_Heart U_Acorn O_Acorn
6-14-7-1-67-0,6,14.0,7.0,1,67,0,26,10,12,0,0.0,0.0,0.0,O_Leaf U_Acorn U_Bell O_Heart O_Bell O_Acorn 10_Bell 8_Leaf
3-13-5-3-25-3,3,13.0,5.0,3,25,3,62,47,7,0,0.0,0.0,0.0,K_Acorn 10_Heart U_Bell A_Leaf A_Acorn O_Leaf 10_Acorn A_Bell
6-14-0-1-35-2,6,14.0,0.0,1,35,2,33,22,9,0,0.0,0.0,0.0,7_Heart 8_Heart U_Heart U_Bell K_Heart A_Leaf O_Acorn A_Acorn
6-13-3-2-41-0,6,13.0,3.0,2,41,0,34,4,17,0,0.0,0.0,0.0,U_Acorn K_Leaf 10_Heart O_Leaf 7_Leaf A_Heart 9_Heart K_Heart
5-10-3-3-32-1,5,10.0,3.0,3,32,1,40,15,18,0,0.0,0.0,0.0,U_Acorn K_Acorn 9_Heart 7_Acorn 10_Heart A_Acorn U_Heart A_Heart
5-6-0-1-16-1,5,6.0,0.0,1,16,1,52,31,18,0,0.0,0.0,0.0,A_Heart 10_Bell A_Acorn 8_Heart 10_Heart 10_Leaf 7_Heart 9_Heart
5-8-2-1-27-0,5,8.0,2.0,1,27,0,19,0,35,0,0.0,0.0,0.0,U_Heart 8_Bell 8_Leaf 7_Acorn 8_Heart U_Bell A_Heart K_Heart
5-13-0-3-24-1,5,13.0,0.0,3,24,1,38,21,14,0,0.0,0.0,0.0,10_Leaf 7_Heart A_Leaf 8_Heart 10_Heart 9_Leaf K_Heart O_Leaf
7-12-2-1-59-1,7,12.0,2.0,1,59,1,25,11,1,0,0.0,0.0,0.0,U_Heart 8_Heart U_Bell U_Leaf U_Acorn O_Heart A_Leaf O_Bell
2-4-0-4-4-3,2,4.0,0.0,4,4,3,37,33,5,0,0.0,0.0,0.0,A_Acorn A_Bell 9_Leaf K_Heart 7_Heart 8_Leaf A_Leaf 7_Leaf
4-14-3-2-38-3,4,14.0,3.0,2,38,3,41,33,9,0,0.0,0.0,0.0,A_Acorn 9_Heart O_Leaf A_Leaf O_Acorn A_Bell U_Heart 8_Leaf
5-14-2-3-29-1,5,14.0,2.0,3,29,1,33,15,11,0,0.0,0.0,0.0,A_Heart 7_Acorn A_Acorn K_Heart O_Acorn 8_Heart K_Acorn 9_Heart
4-12-7-4-38-0,4,12.0,7.0,4,38,0,24,14,9,0,0.0,0.0,0.0,9_Leaf O_Heart 7_Leaf U_Heart 10_Leaf O_Bell K_Leaf U_Bell
3-6-0-3-10-3,3,6.0,0.0,3,10,3,52,37,5,0,0.0,0.0,0.0,A_Heart 8_Bell K_Heart 7_Heart K_Bell A_Acorn A_Bell A_Leaf
6-13-0-1-33-2,6,13.0,0.0,1,33,2,32,22,4,0,0.0,0.0,0.0,K_Heart A_Acorn 9_Heart O_Leaf 8_Heart 7_Heart A_Leaf O_Bell
6-9-3-2-38-0,6,9.0,3.0,2,38,0,31,4,8,0,0.0,0.0,0.0,9_Heart K_Acorn 7_Acorn U_Bell 10_Heart U_Leaf A_Heart U_Heart
3-14-8-3-33-3,3,14.0,8.0,3,33,3,45,37,2,0,0.0,0.0,0.0,9_Acorn A_Bell K_Acorn A_Acorn U_Heart O_Acorn A_Leaf O_Bell
8-12-0-0-58-0,8,12.0,0.0,0,58,0,23,0,1,0,0.0,0.0,0.0,O_Heart O_Bell 7_Heart A_Heart U_Acorn U_Leaf U_Heart 8_Heart
6-12-3-1-38-0,6,12.0,3.0,1,38,0,38,8,16,0,0.0,0.0,0.0,U_Heart K_Acorn K_Heart 9_Heart O_Heart K_Bell A_Heart 10_Heart
7-12-3-1-48-1,7,12.0,3.0,1,48,1,43,11,2,0,0.0,0.0,0.0,A_Heart O_Heart 9_Heart A_Leaf U_Heart U_Acorn 10_Heart K_Heart
7-12-0-1-35-1,7,12.0,0.0,1,35,1,37,11,2,0,0.0,0.0,0.0,8_Heart O_Heart U_Bell 7_Heart 9_Heart A_Heart A_Acorn 10_Heart
5-12-2-2-41-2,5,12.0,2.0,2,41,2,42,32,16,0,0.0,0.0,0.0,O_Bell U_Bell 8_Heart 10_Leaf U_Leaf O_Heart A_Acorn A_Leaf
6-13-3-1-39-0,6,13.0,3.0,1,39,0,30,0,7,0,0.0,0.0,0.0,U_Heart 9_Leaf 10_Heart O_Leaf K_Heart 9_Acorn A_Heart 9_Heart
4-12-0-4-20-1,4,12.0,0.0,4,20,1,25,11,10,0,0.0,0.0,0.0,7_Bell 8_Heart O_Heart 8_Bell A_Bell 7_Heart 9_Bell A_Heart
6-13-5-2-50-0,6,13.0,5.0,2,50,0,34,4,11,0,0.0,0.0,0.0,A_Heart K_Leaf O_Leaf U_Bell U_Acorn U_Leaf 10_Heart 9_Leaf
4-10-3-4-25-0,4,10.0,3.0,4,25,0,18,4,6,0,0.0,0.0,0.0,10_Heart K_Bell 8_Bell 9_Heart 9_Bell U_Bell 7_Bell U_Acorn
2-4-0-5-4-2,2,4.0,0.0,5,4,2,40,36,8,0,0.0,0.0,0.0,K_Leaf 8_Leaf 10_Leaf A_Leaf 7_Leaf A_Acorn K_Heart 7_Heart
3-13-0-3-17-3,3,13.0,0.0,3,17,3,40,33,8,0,0.0,0.0,0.0,7_Heart A_Bell O_Leaf 8_Bell A_Leaf 7_Bell A_Acorn K_Heart
4-9-2-4-19-0,4,9.0,2.0,4,19,0,16,4,3,0,0.0,0.0,0.0,10_Heart 8_Leaf U_Leaf 8_Heart 9_Leaf K_Leaf 7_Leaf 9_Heart
5-13-8-1-53-1,5,13.0,8.0,1,53,1,32,19,15,0,0.0,0.0,0.0,K_Acorn O_Heart O_Bell K_Leaf U_Heart U_Leaf O_Leaf A_Bell
5-13-0-3-23-0,5,13.0,0.0,3,23,0,17,4,4,0,0.0,0.0,0.0,K_Bell 7_Bell 9_Heart 9_Bell O_Leaf 7_Heart 10_Heart 8_Heart
5-14-0-1-49-0,5,14.0,0.0,1,49,0,31,20,17,0,0.0,0.0,0.0,U_Acorn 10_Acorn O_Leaf 10_Leaf O_Heart 7_Heart O_Acorn 7_Bell
3-12-0-2-21-3,3,12.0,0.0,2,21,3,52,47,13,0,0.0,0.0,0.0,A_Bell 7_Heart O_Heart 10_Leaf K_Acorn A_Leaf U_Leaf A_Acorn
3-10-4-5-21-1,3,10.0,4.0,5,21,1,33,25,3,0,0.0,0.0,0.0,A_Bell 7_Bell K_Heart 10_Bell U_Bell U_Acorn K_Bell 8_Bell
4-13-3-2-37-3,4,13.0,3.0,2,37,3,51,43,6,0,0.0,0.0,0.0,A_Acorn 9_Heart O_Heart A_Leaf O_Leaf A_Bell U_Leaf 10_Bell
4-14-2-4-23-0,4,14.0,2.0,4,23,0,11,4,3,0,0.0,0.0,0.0,9_Heart 9_Acorn K_Heart 8_Heart 8_Acorn 7_Acorn K_Acorn O_Acorn
6-10-2-1-30-0,6,10.0,2.0,1,30,0,31,4,5,0,0.0,0.0,0.0,7_Leaf 9_Heart A_Heart 10_Heart U_Acorn 8_Heart K_Heart K_Bell
4-12-2-4-32-0,4,12.0,2.0,4,32,0,22,14,11,0,0.0,0.0,0.0,K_Leaf O_Heart 10_Leaf 8_Heart U_Bell 8_Leaf 7_Leaf O_Bell
4-10-0-4-18-1,4,10.0,0.0,4,18,1,33,21,7,0,0.0,0.0,0.0,7_Heart 10_Bell 10_Heart A_Bell 9_Bell 8_Bell 9_Heart U_Acorn
5-14-8-3-53-1,5,14.0,8.0,3,53,1,27,15,4,0,0.0,0.0,0.0,O_Acorn K_Acorn U_Heart O_Heart A_Acorn U_Leaf 7_Acorn U_Acorn
4-10-4-2-28-3,4,10.0,4.0,2,28,3,51,33,3,0,0.0,0.0,0.0,A_Acorn 9_Leaf 10_Heart U_Acorn U_Leaf A_Bell A_Leaf K_Heart
5-14-2-1-40-3,5,14.0,2.0,1,40,3,41,33,3,0,0.0,0.0,0.0,O_Leaf O_Acorn 9_Heart U_Heart A_Bell A_Leaf 8_Heart A_Acorn
6-12-2-2-52-0,6,12.0,2.0,2,52,0,22,10,7,0,0.0,0.0,0.0,O_Bell 10_Acorn U_Leaf O_Heart U_Acorn U_Heart 8_Heart 8_Acorn
7-14-5-1-66-1,7,14.0,5.0,1,66,1,45,11,4,0,0.0,0.0,0.0,O_Bell A_Heart U_Acorn A_Leaf 10_Heart U_Bell O_Leaf O_Acorn
5-10-3-3-36-1,5,10.0,3.0,3,36,1,32,15,5,0,0.0,0.0,0.0,K_Leaf U_Acorn A_Leaf 8_Leaf U_Heart A_Heart U_Leaf 9_Heart
6-13-8-1-63-1,6,13.0,8.0,1,63,1,26,11,7,0,0.0,0.0,0.0,7_Leaf U_Acorn A_Bell U_Leaf O_Bell O_Heart U_Heart O_Leaf
6-12-3-1-52-1,6,12.0,3.0,1,52,1,23,11,7,0,0.0,0.0,0.0,U_Bell A_Acorn U_Acorn 8_Leaf O_Heart U_Leaf 9_Heart O_Bell
5-13-2-1-28-2,5,13.0,2.0,1,28,2,40,22,7,0,0.0,0.0,0.0,8_Heart O_Leaf A_Bell K_Heart 9_Heart 7_Acorn A_Leaf A_Heart
4-10-2-3-20-2,4,10.0,2.0,3,20,2,34,22,16,0,0.0,0.0,0.0,A_Acorn 8_Heart 8_Bell 9_Bell U_Acorn 9_Heart 10_Heart A_Bell
1-0-0-5-0-3,1,0.0,0.0,5,0,3,47,47,3,0,0.0,0.0,0.0,A_Acorn K_Acorn A_Bell 10_Acorn A_Leaf 7_Heart 7_Acorn 9_Acorn
5-12-4-1-38-2,5,12.0,4.0,1,38,2,48,26,13,0,0.0,0.0,0.0,U_Leaf A_Leaf K_Bell O_Heart A_Acorn K_Heart U_Bell A_Heart
8-11-2-0-54-0,8,11.0,2.0,0,54,0,34,0,1,0,0.0,0.0,0.0,U_Leaf 10_Heart 8_Heart U_Bell K_Heart A_Heart U_Acorn O_Bell
8-13-2-0-59-0,8,13.0,2.0,0,59,0,25,0,2,0,0.0,0.0,0.0,U_Acorn 8_Heart O_Heart O_Leaf 9_Heart U_Leaf A_Heart K_Heart
5-12-6-1-47-2,5,12.0,6.0,1,47,2,47,26,3,0,0.0,0.0,0.0,A_Leaf O_Heart U_Acorn O_Bell A_Bell A_Heart K_Acorn U_Heart
3-10-6-3-25-3,3,10.0,6.0,3,25,3,48,33,2,0,0.0,0.0,0.0,8_Acorn 7_Acorn A_Heart A_Bell U_Leaf A_Leaf U_Acorn A_Acorn
4-14-8-4-44-0,4,14.0,8.0,4,44,0,24,14,6,0,0.0,0.0,0.0,10_Acorn U_Leaf K_Acorn U_Heart O_Leaf 7_Acorn 9_Acorn O_Acorn
5-10-4-3-32-1,5,10.0,4.0,3,32,1,44,15,6,0,0.0,0.0,0.0,A_Acorn K_Heart U_Acorn K_Acorn 10_Heart 8_Acorn U_Bell A_Heart
3-14-0-3-21-3,3,14.0,0.0,3,21,3,42,37,8,0,0.0,0.0,0.0,U_Bell 9_Bell A_Bell 7_Heart A_Leaf K_Bell A_Acorn O_Acorn
3-11-3-4-19-2,3,11.0,3.0,4,19,2,45,32,10,0,0.0,0.0,0.0,10_Heart O_Bell A_Acorn 10_Leaf 9_Heart 8_Leaf 7_Leaf A_Leaf
3-13-3-5-26-1,3,13.0,3.0,5,26,1,30,25,10,0,0.0,0.0,0.0,U_Acorn O_Leaf 8_Bell A_Bell 10_Bell 7_Bell K_Bell 9_Heart
4-12-5-4-33-0,4,12.0,5.0,4,33,0,40,14,7,0,0.0,0.0,0.0,A_Heart O_Heart 9_Acorn 8_Acorn 10_Heart U_Acorn 10_Acorn K_Acorn
5-11-6-3-42-0,5,11.0,6.0,3,42,0,30,10,6,0,0.0,0.0,0.0,O_Bell U_Heart 8_Leaf A_Heart 10_Leaf U_Bell U_Acorn 9_Leaf
6-13-0-1-35-2,6,13.0,0.0,1,35,2,52,22,10,0,0.0,0.0,0.0,A_Heart A_Leaf 7_Heart A_Bell K_Heart U_Bell O_Leaf 10_Heart
2-5-4-5-9-0,2,5.0,4.0,5,9,0,28,14,11,0,0.0,0.0,0.0,8_Leaf K_Heart 7_Leaf 10_Leaf 10_Heart 7_Bell 9_Leaf K_Leaf
4-14-4-2-41-3,4,14.0,4.0,2,41,3,50,37,4,0,0.0,0.0,0.0,K_Heart A_Bell O_Heart K_Bell A_Leaf A_Acorn O_Acorn O_Bell
5-10-0-3-32-1,5,10.0,0.0,3,32,1,37,21,7,0,0.0,0.0,0.0,10_Heart 7_Heart 10_Bell 7_Bell U_Heart U_Leaf A_Bell U_Acorn
4-14-3-4-31-1,4,14.0,3.0,4,31,1,37,21,18,0,0.0,0.0,0.0,10_Leaf A_Heart 9_Leaf U_Heart O_Acorn 9_Heart 8_Leaf A_Leaf
6-12-2-2-32-1,6,12.0,2.0,2,32,1,49,21,6,0,0.0,0.0,0.0,O_Heart 8_Heart 9_Heart 10_Bell 10_Heart K_Heart A_Bell A_Heart
3-14-7-4-32-2,3,14.0,7.0,4,32,2,34,26,10,0,0.0,0.0,0.0,K_Bell 8_Bell U_Bell O_Acorn O_Bell 7_Bell A_Leaf A_Bell
3-10-5-2-22-3,3,10.0,5.0,2,22,3,57,43,15,0,0.0,0.0,0.0,U_Bell A_Leaf A_Bell 10_Leaf A_Acorn 10_Heart U_Acorn 8_Acorn
7-14-4-1-59-1,7,14.0,4.0,1,59,1,37,11,6,0,0.0,0.0,0.0,U_Acorn U_Bell U_Heart O_Acorn K_Heart A_Bell O_Bell 10_Heart
5-13-3-2-31-2,5,13.0,3.0,2,31,2,50,22,8,0,0.0,0.0,0.0,A_Bell A_Leaf 9_Heart K_Heart O_Leaf A_Heart 9_Bell 10_Heart
5-9-4-3-32-0,5,9.0,4.0,3,32,0,43,14,2,0,0.0,0.0,0.0,K_Bell A_Heart 8_Bell U_Heart 10_Bell U_Leaf K_Heart 10_Heart
5-14-7-2-56-2,5,14.0,7.0,2,56,2,35,22,9,0,0.0,0.0,0.0,O_Leaf A_Acorn 9_Acorn U_Acorn O_Heart O_Acorn U_Bell A_Leaf
4-14-9-2-47-3,4,14.0,9.0,2,47,3,44,33,2,0,0.0,0.0,0.0,O_Leaf O_Bell A_Acorn O_Acorn A_Bell U_Leaf 8_Leaf A_Leaf
5-14-3-1-37-2,5,14.0,3.0,1,37,2,39,22,17,0,0.0,0.0,0.0,O_Acorn U_Bell A_Leaf 10_Heart A_Acorn 7_Bell 9_Heart U_Heart
6-13-3-1-49-2,6,13.0,3.0,1,49,2,36,22,13,0,0.0,0.0,0.0,9_Heart K_Heart A_Bell U_Bell O_Heart U_Acorn A_Acorn O_Leaf
5-13-0-1-45-2,5,13.0,0.0,1,45,2,33,22,4,0,0.0,0.0,0.0,O_Bell O_Leaf A_Acorn O_Heart 8_Leaf A_Bell 7_Heart U_Leaf
4-14-0-4-29-0,4,14.0,0.0,4,29,0,20,14,21,0,0.0,0.0,0.0,10_Acorn 9_Acorn K_Acorn 9_Heart 7_Heart O_Heart O_Acorn 7_Acorn
3-14-4-5-24-0,3,14.0,4.0,5,24,0,32,14,1,0,0.0,0.0,0.0,8_Acorn 10_Acorn O_Acorn K_Acorn A_Heart K_Heart 9_Acorn 7_Acorn
3-10-0-3-19-3,3,10.0,0.0,3,19,3,47,43,7,0,0.0,0.0,0.0,A_Leaf A_Bell 10_Bell U_Acorn 7_Bell U_Leaf 7_Heart A_Acorn
5-10-2-1-34-2,5,10.0,2.0,1,34,2,43,26,5,0,0.0,0.0,0.0,U_Bell A_Heart A_Leaf K_Bell A_Acorn U_Acorn 8_Heart U_Leaf
7-14-0-1-43-1,7,14.0,0.0,1,43,1,23,11,18,0,0.0,0.0,0.0,O_Acorn O_Heart 8_Heart K_Heart A_Leaf 7_Heart 9_Heart U_Heart
7-14-5-1-70-1,7,14.0,5.0,1,70,1,46,11,3,0,0.0,0.0,0.0,O_Bell 10_Heart A_Heart O_Heart O_Leaf U_Leaf O_Acorn A_Acorn
4-10-0-4-22-0,4,10.0,0.0,4,22,0,28,14,10,0,0.0,0.0,0.0,10_Heart 7_Heart 7_Leaf 8_Leaf U_Bell U_Acorn 10_Leaf K_Leaf
4-9-0-4-24-1,4,9.0,0.0,4,24,1,27,21,3,0,0.0,0.0,0.0,7_Heart U_Heart 10_Leaf 7_Leaf A_Leaf U_Leaf U_Bell 9_Leaf
6-14-2-2-61-1,6,14.0,2.0,2,61,1,35,21,5,0,0.0,0.0,0.0,O_Acorn O_Leaf 10_Bell 8_Heart A_Bell O_Bell U_Leaf O_Heart
6-13-3-2-38-0,6,13.0,3.0,2,38,0,34,4,6,0,0.0,0.0,0.0,K_Heart K_Bell 7_Bell O_Leaf A_Heart U_Bell 10_Heart 9_Heart
6-13-5-1-60-1,6,13.0,5.0,1,60,1,34,11,8,0,0.0,0.0,0.0,U_Acorn 10_Heart U_Leaf 9_Bell A_Leaf O_Leaf O_Bell O_Heart
5-11-0-2-26-2,5,11.0,0.0,2,26,2,27,22,50,0,0.0,0.0,0.0,U_Acorn A_Acorn 8_Heart O_Bell 8_Bell 7_Heart A_Bell 9_Heart
