signature,trump_count,strongest_trump_strength,weakest_trump_strength,max_suit_run,trump_strength_sum,color_aces,total_points,non_trump_points,hand_instances,games,win_rate,win_rate_std,avg_points,hand_example
4-10-3-4-25-0,4,10.0,3.0,4,25,0,18,4,6,300,0.39666666666666667,0.02824430457173164,53.583333333333336,10_Heart K_Bell 8_Bell 9_Heart 9_Bell U_Bell 7_Bell U_Acorn
4-13-0-2-20-3,4,13.0,,2,20,3,50,37,7,300,0.39666666666666667,0.02824430457173164,56.28333333333333,A_Leaf 7_Heart A_Bell 10_Heart A_Acorn 8_Heart O_Leaf K_Acorn
4-9-0-2-17-0,4,9.0,,2,17,0,27,14,447,300,0.39666666666666667,0.02824430457173164,54.626666666666665,9_Bell 7_Heart 8_Leaf K_Leaf 10_Bell 8_Heart A_Heart U_Leaf
3-8-0-4-10-1,3,8.0,,4,10,1,27,25,78,300,0.39666666666666667,0.02824430457173164,53.696666666666665,K_Acorn A_Bell U_Heart 10_Acorn 7_Heart 8_Heart 7_Acorn 9_Acorn
3-10-3-2-18-1,3,10.0,3.0,2,18,1,43,31,398,300,0.3933333333333333,0.028202968060248683,55.50666666666667,8_Leaf 9_Heart 10_Leaf A_Bell 10_Heart 7_Acorn U_Acorn 10_Bell
3-11-3-5-24-1,3,11.0,3.0,5,24,1,30,25,4,300,0.3933333333333333,0.028202968060248683,54.17333333333333,8_Acorn 7_Acorn O_Bell K_Acorn 9_Heart A_Acorn U_Acorn 10_Acorn
2-6-5-3-11-2,2,6.0,5.0,3,11,2,67,46,619,300,0.3933333333333333,0.028202968060248683,55.48,10_Acorn 10_Bell 7_Bell A_Leaf A_Heart 10_Heart A_Bell K_Acorn
4-10-3-4-22-0,4,10.0,3.0,4,22,0,20,4,3,300,0.3933333333333333,0.028202968060248683,52.53333333333333,9_Bell 7_Bell 9_Heart K_Bell K_Heart 10_Heart 8_Bell U_Acorn
3-13-8-3-32-3,3,13.0,8.0,3,32,3,41,33,6,300,0.3933333333333333,0.028202968060248683,55.93333333333333,O_Bell O_Leaf 8_Acorn A_Bell A_Leaf A_Acorn 7_Acorn U_Heart
3-12-0-2-17-0,3,12.0,,2,17,0,23,10,299,300,0.3933333333333333,0.028202968060248683,52.60666666666667,7_Heart 10_Heart 10_Leaf 9_Bell 7_Leaf 7_Acorn O_Heart 8_Bell
3-11-6-2-24-1,3,11.0,6.0,2,24,1,27,11,394,300,0.3933333333333333,0.028202968060248683,53.57666666666667,8_Leaf 8_Bell 8_Acorn U_Bell A_Leaf 7_Acorn A_Heart O_Bell
3-10-4-3-20-2,3,10.0,4.0,3,20,2,43,26,147,300,0.3933333333333333,0.028202968060248683,53.53666666666667,U_Acorn K_Heart A_Leaf 9_Acorn A_Heart A_Acorn 7_Leaf K_Leaf
4-5-2-4-14-0,4,5.0,2.0,4,14,0,28,14,5,300,0.3933333333333333,0.028202968060248683,54.37,10_Leaf 8_Heart 10_Heart 7_Leaf K_Leaf K_Heart 9_Leaf 9_Heart
3-14-6-3-28-0,3,14.0,6.0,3,28,0,30,14,272,300,0.3933333333333333,0.028202968060248683,54.946666666666665,8_Leaf 10_Acorn A_Heart 8_Bell O_Acorn K_Acorn U_Heart 7_Acorn
4-10-3-2-23-0,4,10.0,3.0,2,23,0,31,14,209,300,0.3933333333333333,0.028202968060248683,52.28333333333333,10_Bell K_Heart A_Heart 7_Acorn 9_Heart 7_Bell U_Acorn K_Leaf
3-13-3-5-26-0,3,13.0,3.0,5,26,0,19,14,4,300,0.3933333333333333,0.028202968060248683,54.63333333333333,O_Leaf 8_Bell 10_Bell U_Acorn 7_Bell 9_Heart 9_Bell K_Bell
3-5-0-3-7-2,3,5.0,,3,7,2,40,30,133,300,0.3933333333333333,0.028202968060248683,54.91,7_Heart 8_Heart K_Leaf K_Bell A_Acorn 10_Heart 7_Bell A_Bell
2-13-12-2-25-0,2,13.0,12.0,2,25,0,30,24,201,300,0.3933333333333333,0.028202968060248683,54.873333333333335,O_Heart O_Leaf 7_Leaf 10_Leaf 7_Bell 7_Acorn 10_Bell K_Acorn
4-9-2-4-22-0,4,9.0,2.0,4,22,0,18,14,10,300,0.3933333333333333,0.028202968060248683,53.21666666666667,10_Bell 8_Heart K_Bell 7_Bell 9_Heart U_Leaf 8_Bell U_Heart
3-11-6-5-24-1,3,11.0,6.0,5,24,1,31,15,2,300,0.3933333333333333,0.028202968060248683,54.443333333333335,A_Heart O_Bell 9_Bell 7_Bell 8_Bell A_Bell U_Bell K_Bell
3-10-4-2-20-0,3,10.0,4.0,2,20,0,37,20,321,300,0.3933333333333333,0.028202968060248683,53.93,8_Bell A_Heart U_Acorn 8_Leaf 10_Acorn 9_Leaf 10_Bell K_Heart
3-13-2-4-21-1,3,13.0,2.0,4,21,1,35,21,67,300,0.3933333333333333,0.028202968060248683,55.986666666666665,O_Leaf A_Heart 8_Heart 8_Bell A_Bell 10_Bell 8_Acorn 9_Bell
4-11-2-4-27-0,4,11.0,2.0,4,27,0,29,14,10,300,0.3933333333333333,0.028202968060248683,55.92,7_Leaf 8_Leaf 10_Heart 8_Heart O_Bell 10_Leaf U_Leaf K_Leaf
3-8-5-2-20-2,3,8.0,5.0,2,20,2,36,22,150,300,0.3933333333333333,0.028202968060248683,56.06333333333333,7_Leaf A_Acorn 10_Heart U_Bell A_Leaf 9_Acorn 9_Bell U_Heart
3-10-4-2-20-1,3,10.0,4.0,2,20,1,38,21,382,300,0.3933333333333333,0.028202968060248683,54.98,7_Bell U_Acorn 9_Acorn 9_Leaf K_Heart A_Heart A_Acorn 10_Leaf
3-11-8-2-29-0,3,11.0,8.0,2,29,0,19,12,339,300,0.3933333333333333,0.028202968060248683,54.10333333333333,U_Heart K_Bell 9_Bell U_Acorn O_Bell 8_Acorn K_Leaf K_Acorn
2-14-13-4-27-3,2,14.0,13.0,4,27,3,39,33,7,300,0.3933333333333333,0.028202968060248683,55.17333333333333,8_Acorn O_Leaf O_Acorn A_Bell A_Leaf A_Acorn 7_Acorn 9_Acorn
3-13-3-5-22-1,3,13.0,3.0,5,22,1,29,15,1,300,0.3933333333333333,0.028202968060248683,53.45,O_Leaf 7_Bell K_Bell A_Heart A_Bell 9_Heart 8_Bell 9_Bell
3-10-5-2-24-1,3,10.0,5.0,2,24,1,29,15,389,300,0.3933333333333333,0.028202968060248683,53.15,A_Leaf U_Leaf 7_Bell 10_Heart U_Acorn 8_Acorn 8_Bell K_Leaf
2-13-4-3-17-2,2,13.0,4.0,3,17,2,39,32,574,300,0.3933333333333333,0.028202968060248683,56.24,9_Bell K_Heart 8_Acorn 10_Leaf A_Leaf 7_Acorn A_Acorn O_Leaf
4-10-2-2-28-3,4,10.0,2.0,2,28,3,43,37,2,300,0.3933333333333333,0.028202968060248683,55.32,8_Heart U_Leaf U_Acorn K_Leaf U_Bell A_Bell A_Leaf A_Acorn
4-13-5-2-31-0,4,13.0,5.0,2,31,0,30,4,247,300,0.3933333333333333,0.028202968060248683,55.96666666666667,8_Acorn A_Heart O_Leaf U_Bell 10_Heart 9_Bell 8_Leaf K_Bell
3-13-0-5-21-1,3,13.0,,5,21,1,30,25,3,300,0.3933333333333333,0.028202968060248683,53.92,10_Acorn O_Leaf K_Acorn U_Heart A_Acorn 7_Acorn 7_Heart 9_Acorn
4-11-0-4-20-0,4,11.0,,4,20,0,9,4,14,300,0.3933333333333333,0.028202968060248683,54.166666666666664,K_Acorn 7_Heart 8_Heart 9_Acorn O_Bell U_Bell 7_Acorn 8_Acorn
4-11-0-3-18-0,4,11.0,,3,18,0,13,0,120,300,0.3933333333333333,0.028202968060248683,53.61,8_Heart 7_Bell O_Bell 8_Leaf 9_Bell 7_Heart 8_Bell 10_Heart
3-12-0-5-16-1,3,12.0,,5,16,1,22,15,1,300,0.3933333333333333,0.028202968060248683,53.82666666666667,7_Acorn 7_Heart K_Heart A_Acorn O_Heart K_Acorn 9_Acorn 8_Acorn
3-13-4-4-26-0,3,13.0,4.0,4,26,0,23,14,43,300,0.3933333333333333,0.028202968060248683,54.843333333333334,7_Leaf 9_Leaf K_Leaf U_Leaf O_Leaf 10_Leaf K_Heart 8_Bell
2-14-4-3-18-1,2,14.0,4.0,3,18,1,26,19,1233,300,0.3933333333333333,0.028202968060248683,55.78,K_Heart K_Acorn O_Acorn 9_Acorn 8_Bell A_Acorn K_Bell 9_Bell
3-13-4-4-27-0,3,13.0,4.0,4,27,0,27,18,25,300,0.3933333333333333,0.028202968060248683,55.00333333333333,O_Leaf 9_Leaf K_Acorn 8_Leaf K_Leaf 10_Leaf K_Heart U_Acorn
2-10-9-3-19-1,2,10.0,9.0,3,19,1,29,25,1200,300,0.3933333333333333,0.028202968060248683,53.95,10_Bell 9_Bell A_Leaf 8_Acorn K_Bell U_Leaf U_Acorn 8_Leaf
3-10-2-3-17-2,3,10.0,2.0,3,17,2,34,22,149,300,0.3933333333333333,0.028202968060248683,53.406666666666666,A_Acorn U_Acorn 8_Heart A_Leaf 10_Heart 9_Acorn 7_Leaf 7_Acorn
4-10-0-2-18-0,4,10.0,,2,18,0,22,10,465,300,0.3933333333333333,0.028202968060248683,52.86333333333334,7_Heart 10_Acorn 7_Bell 9_Heart 10_Heart U_Acorn 8_Acorn 9_Leaf
3-12-2-2-19-0,3,12.0,2.0,2,19,0,33,20,290,300,0.3933333333333333,0.028202968060248683,54.03666666666667,8_Heart 8_Bell 7_Bell 7_Leaf 10_Leaf 10_Heart 10_Acorn O_Heart
2-11-3-2-14-1,2,11.0,3.0,2,14,1,24,21,315,300,0.3933333333333333,0.028202968060248683,53.97666666666667,8_Acorn A_Leaf 10_Bell O_Bell 9_Acorn 9_Heart 8_Leaf 9_Bell
3-13-3-5-21-1,3,13.0,3.0,5,21,1,38,25,1,300,0.3933333333333333,0.028202968060248683,55.526666666666664,8_Acorn A_Acorn K_Acorn 10_Heart 9_Acorn 10_Acorn O_Leaf 9_Heart
2-13-9-2-22-0,2,13.0,9.0,2,22,0,23,18,218,300,0.3933333333333333,0.028202968060248683,53.153333333333336,8_Acorn K_Bell 10_Leaf U_Leaf 9_Bell K_Acorn 8_Leaf O_Leaf
4-9-3-2-26-3,4,9.0,3.0,2,26,3,48,33,2,300,0.3933333333333333,0.028202968060248683,53.77,A_Leaf 9_Heart A_Heart U_Heart A_Bell A_Acorn U_Leaf 9_Acorn
3-11-3-2-19-1,3,11.0,3.0,2,19,1,34,21,397,300,0.3933333333333333,0.028202968060248683,53.49666666666667,7_Acorn 10_Acorn 9_Leaf 9_Heart O_Bell 7_Bell 10_Heart A_Leaf
3-5-3-3-12-2,3,5.0,3.0,3,12,2,60,46,133,300,0.3933333333333333,0.028202968060248683,55.79,K_Heart A_Acorn A_Bell K_Acorn 10_Heart 10_Bell 9_Heart 10_Acorn
3-8-5-3-20-1,3,8.0,5.0,3,20,1,45,31,417,300,0.3933333333333333,0.028202968060248683,54.656666666666666,10_Leaf 10_Bell 7_Leaf 10_Heart A_Bell 9_Leaf U_Heart U_Bell
2-10-6-2-16-2,2,10.0,6.0,2,16,2,39,26,162,300,0.3933333333333333,0.028202968060248683,54.38666666666666,8_Acorn A_Leaf K_Acorn 7_Bell A_Heart U_Acorn 7_Leaf A_Bell
4-4-0-4-9-1,4,4.0,,4,9,1,19,15,7,300,0.3933333333333333,0.028202968060248683,52.696666666666665,8_Leaf K_Leaf 7_Heart 8_Heart 9_Heart A_Leaf K_Heart 7_Leaf
4-12-0-2-24-3,4,12.0,,2,24,3,42,33,14,300,0.3933333333333333,0.028202968060248683,54.123333333333335,K_Heart 7_Leaf O_Heart 7_Heart A_Leaf A_Acorn A_Bell U_Heart
4-10-2-4-27-0,4,10.0,2.0,4,27,0,20,14,9,300,0.3933333333333333,0.028202968060248683,55.8,8_Bell U_Acorn 10_Bell U_Bell 8_Heart U_Heart 7_Bell K_Bell
3-13-3-2-25-0,3,13.0,3.0,2,25,0,29,24,316,300,0.3933333333333333,0.028202968060248683,55.39333333333333,O_Leaf 10_Bell 9_Heart 10_Acorn 9_Acorn U_Leaf K_Leaf 9_Bell
4-10-0-2-22-0,4,10.0,,2,22,0,32,18,657,300,0.3933333333333333,0.028202968060248683,54.803333333333335,U_Bell 7_Acorn 10_Leaf K_Bell 7_Heart 10_Heart K_Acorn U_Acorn
4-13-0-3-19-0,4,13.0,,3,19,0,17,10,76,300,0.3933333333333333,0.028202968060248683,55.75,7_Heart 9_Acorn 8_Acorn K_Heart O_Leaf 9_Leaf 8_Heart 10_Acorn
4-8-4-3-23-0,4,8.0,4.0,3,23,0,31,4,69,300,0.3933333333333333,0.028202968060248683,52.833333333333336,U_Heart 7_Leaf A_Heart 9_Leaf 8_Bell K_Heart K_Leaf 10_Heart
3-11-2-3-18-2,3,11.0,2.0,3,18,2,49,36,167,300,0.3933333333333333,0.028202968060248683,55.92,K_Bell A_Bell 10_Heart A_Acorn 8_Heart O_Bell 10_Bell 7_Acorn
4-9-3-4-23-0,4,9.0,3.0,4,23,0,12,4,5,300,0.3933333333333333,0.028202968060248683,52.86666666666667,K_Bell 9_Bell K_Heart 8_Bell 7_Bell U_Bell U_Leaf 9_Heart
2-12-10-6-22-1,2,12.0,10.0,6,22,1,30,25,1,300,0.3933333333333333,0.028202968060248683,52.37,K_Bell 10_Bell 9_Bell 7_Bell 8_Bell O_Heart U_Acorn A_Bell
3-12-5-5-24-1,3,12.0,5.0,5,24,1,40,25,4,300,0.3933333333333333,0.028202968060248683,54.43666666666667,A_Bell O_Heart 9_Bell 8_Bell U_Bell 10_Heart K_Bell 10_Bell
3-8-0-3-15-2,3,8.0,,3,15,2,26,22,143,300,0.3933333333333333,0.028202968060248683,52.193333333333335,U_Heart 9_Bell A_Acorn 7_Acorn 8_Acorn 7_Heart U_Bell A_Bell
3-7-2-3-13-2,3,7.0,2.0,3,13,2,32,26,121,300,0.3933333333333333,0.028202968060248683,55.35,K_Leaf 8_Leaf A_Leaf A_Acorn K_Heart 8_Heart 7_Bell U_Bell
2-14-11-5-25-1,2,14.0,11.0,5,25,1,21,15,38,300,0.3933333333333333,0.028202968060248683,56.123333333333335,O_Acorn 7_Leaf A_Bell K_Bell 8_Bell 7_Bell 9_Bell O_Bell
3-9-5-5-21-1,3,9.0,5.0,5,21,1,35,21,2,300,0.3933333333333333,0.028202968060248683,54.57,A_Leaf 9_Leaf 8_Leaf 7_Leaf U_Leaf 10_Leaf U_Bell 10_Heart
3-14-0-3-16-1,3,14.0,,3,16,1,32,29,394,300,0.3933333333333333,0.028202968060248683,56.03333333333333,K_Bell A_Bell 7_Heart 10_Bell 9_Leaf O_Acorn K_Leaf 8_Heart
4-9-0-3-20-0,4,9.0,,3,20,0,32,24,211,300,0.3933333333333333,0.028202968060248683,54.92666666666667,10_Leaf 10_Acorn U_Bell 9_Acorn K_Acorn U_Leaf K_Heart 7_Heart
3-13-3-5-21-0,3,13.0,3.0,5,21,0,27,14,1,300,0.3933333333333333,0.028202968060248683,54.06333333333333,7_Bell 10_Bell 9_Bell 9_Heart 10_Heart 8_Bell O_Leaf K_Bell
1-12-12-6-12-2,1,12.0,12.0,6,12,2,39,36,1,300,0.3933333333333333,0.028202968060248683,54.04333333333334,7_Bell 9_Bell O_Heart 10_Bell K_Bell A_Bell 8_Bell A_Acorn
3-13-0-4-18-1,3,13.0,,4,18,1,34,21,74,300,0.3933333333333333,0.028202968060248683,53.74333333333333,10_Acorn 8_Acorn 8_Bell 9_Acorn O_Leaf 10_Heart 7_Heart A_Acorn
3-12-7-2-27-0,3,12.0,7.0,2,27,0,31,24,317,300,0.3933333333333333,0.028202968060248683,53.27333333333333,U_Bell 7_Leaf 7_Bell 10_Bell O_Heart K_Acorn U_Heart 10_Acorn
3-13-3-2-26-0,3,13.0,3.0,2,26,0,19,14,283,300,0.3933333333333333,0.028202968060248683,54.52,K_Bell O_Leaf 9_Leaf 7_Bell 10_Acorn 9_Heart 7_Acorn U_Acorn
3-12-3-2-25-0,3,12.0,3.0,2,25,0,29,24,285,300,0.3933333333333333,0.028202968060248683,54.74,9_Bell 10_Acorn O_Heart 9_Heart K_Acorn 7_Leaf U_Acorn 10_Bell
3-10-4-2-21-1,3,10.0,4.0,2,21,1,23,15,401,300,0.3933333333333333,0.028202968060248683,53.42,9_Acorn 9_Bell K_Heart A_Acorn 7_Bell K_Leaf U_Bell U_Acorn
4-9-0-3-22-0,4,9.0,,3,22,0,24,10,116,300,0.3933333333333333,0.028202968060248683,54.086666666666666,10_Heart 7_Acorn 7_Heart 7_Leaf U_Heart 8_Leaf U_Leaf 10_Leaf
3-13-3-5-20-1,3,13.0,3.0,5,20,1,32,25,3,300,0.3933333333333333,0.028202968060248683,53.68,K_Bell 7_Bell O_Leaf 10_Bell K_Heart 9_Bell 9_Heart A_Bell
3-12-0-3-22-0,3,12.0,,3,22,0,33,28,288,300,0.3933333333333333,0.028202968060248683,54.07666666666667,10_Acorn 10_Bell U_Acorn O_Heart K_Leaf K_Acorn 7_Heart 9_Acorn
2-10-6-5-16-2,2,10.0,6.0,5,16,2,45,32,8,300,0.3933333333333333,0.028202968060248683,53.25333333333333,A_Acorn 8_Acorn A_Leaf 10_Acorn U_Acorn 9_Acorn A_Heart 7_Acorn
3-12-4-5-24-1,3,12.0,4.0,5,24,1,34,25,1,300,0.3933333333333333,0.028202968060248683,54.38333333333333,A_Leaf K_Heart 10_Leaf O_Heart U_Heart K_Leaf 8_Leaf 9_Leaf
3-13-3-4-25-0,3,13.0,3.0,4,25,0,23,18,37,300,0.3933333333333333,0.028202968060248683,54.126666666666665,U_Leaf 8_Leaf 10_Leaf K_Leaf O_Leaf K_Bell 7_Leaf 9_Heart
3-7-0-4-10-2,3,7.0,,4,10,2,34,32,12,300,0.3933333333333333,0.028202968060248683,55.04,8_Acorn A_Acorn U_Bell 7_Heart A_Bell 10_Acorn 7_Acorn 9_Heart
4-11-2-2-23-3,4,11.0,2.0,2,23,3,61,43,4,300,0.3933333333333333,0.028202968060248683,54.35333333333333,8_Heart A_Acorn A_Leaf A_Bell 10_Bell O_Bell A_Heart K_Heart
4-12-2-4-23-0,4,12.0,2.0,4,23,0,31,14,5,300,0.39,0.028160255680657446,54.9,10_Acorn 7_Acorn 8_Acorn 8_Heart O_Heart 10_Heart K_Acorn K_Heart
3-8-0-3-11-2,3,8.0,,3,11,2,24,22,146,300,0.39,0.028160255680657446,54.053333333333335,7_Acorn A_Acorn U_Heart 9_Heart A_Bell 8_Bell 9_Bell 7_Heart
2-13-7-5-20-1,2,13.0,7.0,5,20,1,20,15,31,300,0.39,0.028160255680657446,52.97,9_Leaf 8_Leaf K_Leaf 7_Bell A_Leaf O_Leaf 7_Leaf U_Bell
2-9-8-4-17-2,2,9.0,8.0,4,17,2,40,36,126,300,0.39,0.028160255680657446,53.53,K_Acorn 10_Acorn A_Acorn A_Bell 7_Bell U_Heart U_Leaf 8_Acorn
3-7-0-2-13-1,3,7.0,,2,13,1,28,15,408,300,0.39,0.028160255680657446,52.39,7_Bell 7_Heart U_Bell A_Leaf K_Leaf 9_Bell 8_Acorn A_Heart
2-11-4-2-15-1,2,11.0,4.0,2,15,1,22,15,326,300,0.39,0.028160255680657446,53.73,7_Bell 9_Acorn 7_Acorn K_Heart 7_Leaf A_Bell K_Leaf O_Bell
3-9-7-3-24-1,3,9.0,7.0,3,24,1,35,29,394,300,0.39,0.028160255680657446,55.3,U_Bell K_Bell 9_Leaf 10_Bell A_Leaf K_Leaf U_Leaf U_Heart
4-9-4-3-27-0,4,9.0,4.0,3,27,0,27,8,67,300,0.39,0.028160255680657446,54.86,U_Leaf 7_Leaf A_Heart K_Heart 9_Leaf K_Acorn U_Heart K_Leaf
4-11-2-4-25-0,4,11.0,2.0,4,25,0,23,14,6,300,0.39,0.028160255680657446,54.153333333333336,8_Bell U_Heart K_Heart 8_Heart O_Bell 9_Bell 10_Bell K_Bell
4-8-0-4-17-1,4,8.0,,4,17,1,29,25,15,300,0.39,0.028160255680657446,54.88,10_Acorn U_Heart 7_Heart A_Acorn K_Acorn 8_Heart U_Bell 7_Acorn
4-10-2-4-22-0,4,10.0,2.0,4,22,0,31,14,6,300,0.39,0.028160255680657446,53.93333333333333,9_Leaf K_Leaf 10_Leaf K_Heart A_Heart 8_Heart U_Acorn 8_Leaf
3-12-6-5-25-0,3,12.0,6.0,5,25,0,30,14,1,300,0.39,0.028160255680657446,53.10333333333333,7_Bell K_Bell O_Heart 10_Bell A_Heart 8_Bell 9_Bell U_Bell
3-13-2-3-25-0,3,13.0,2.0,3,25,0,19,14,283,300,0.39,0.028160255680657446,54.666666666666664,7_Leaf O_Leaf 10_Leaf K_Leaf U_Acorn 9_Acorn 7_Acorn 8_Heart
4-9-0-4-14-1,4,9.0,,4,14,1,23,21,6,300,0.39,0.028160255680657446,53.93333333333333,A_Acorn 7_Heart 8_Heart 8_Acorn U_Leaf 10_Acorn 7_Acorn 9_Heart
3-12-7-4-30-0,3,12.0,7.0,4,30,0,22,14,33,300,0.39,0.028160255680657446,55.13,U_Bell K_Acorn O_Heart 9_Acorn O_Bell 9_Leaf 10_Acorn 7_Acorn
3-10-2-4-17-1,3,10.0,2.0,4,17,1,33,21,70,300,0.39,0.028160255680657446,53.593333333333334,9_Leaf 10_Heart 10_Acorn 8_Heart 8_Leaf A_Leaf U_Acorn 7_Leaf
2-7-4-2-11-2,2,7.0,4.0,2,11,2,46,40,178,300,0.39,0.028160255680657446,52.763333333333335,8_Bell K_Leaf K_Heart A_Bell A_Acorn K_Acorn U_Bell 10_Leaf
3-12-10-2-33-3,3,12.0,10.0,2,33,3,45,37,16,300,0.39,0.028160255680657446,54.403333333333336,7_Acorn A_Leaf U_Acorn K_Bell A_Bell A_Acorn O_Heart O_Bell
4-10-3-2-28-0,4,10.0,3.0,2,28,0,6,0,445,300,0.39,0.028160255680657446,52.92,9_Heart 9_Acorn U_Heart 8_Bell U_Acorn U_Bell 7_Bell 9_Leaf
4-13-2-3-23-0,4,13.0,2.0,3,23,0,17,4,57,300,0.39,0.028160255680657446,55.43,10_Heart K_Leaf 8_Heart 7_Leaf 9_Heart 9_Acorn O_Leaf 9_Leaf
2-13-4-4-17-1,2,13.0,4.0,4,17,1,32,25,338,300,0.39,0.028160255680657446,53.02,9_Leaf A_Acorn K_Heart 9_Acorn O_Leaf K_Leaf 7_Leaf 10_Leaf
4-9-2-4-25-0,4,9.0,2.0,4,25,0,29,14,2,300,0.39,0.028160255680657446,55.37,U_Leaf 8_Heart U_Heart 8_Acorn K_Acorn 7_Acorn A_Heart 10_Acorn
2-14-4-4-18-0,2,14.0,4.0,4,18,0,25,18,168,300,0.39,0.028160255680657446,52.906666666666666,7_Acorn 10_Bell O_Acorn K_Leaf 7_Bell K_Bell K_Heart 8_Bell
4-10-4-3-28-0,4,10.0,4.0,3,28,0,27,8,123,300,0.39,0.028160255680657446,55.06,8_Acorn K_Heart U_Acorn K_Acorn 7_Acorn A_Heart U_Heart K_Bell
2-14-10-4-24-1,2,14.0,10.0,4,24,1,20,15,366,300,0.39,0.028160255680657446,54.18666666666667,A_Leaf 8_Leaf O_Acorn K_Leaf U_Acorn 7_Acorn 7_Leaf 9_Bell
2-12-11-3-23-0,2,12.0,11.0,3,23,0,26,20,730,300,0.39,0.028160255680657446,55.07666666666667,O_Bell 7_Bell 9_Bell 7_Leaf O_Heart 10_Acorn 9_Leaf 10_Leaf
4-7-2-4-19-0,4,7.0,2.0,4,19,0,31,14,3,300,0.39,0.028160255680657446,53.99666666666667,9_Acorn 7_Acorn 10_Acorn K_Heart K_Acorn 8_Heart A_Heart U_Bell
2-13-9-4-22-1,2,13.0,9.0,4,22,1,24,19,363,300,0.39,0.028160255680657446,55.126666666666665,K_Acorn U_Leaf 8_Acorn 9_Acorn K_Bell O_Leaf 8_Bell A_Acorn
3-14-5-5-26-1,3,14.0,5.0,5,26,1,30,15,3,300,0.39,0.028160255680657446,55.50666666666667,10_Heart 9_Leaf K_Leaf A_Leaf U_Bell 8_Leaf O_Acorn 7_Leaf
3-13-6-2-26-0,3,13.0,6.0,2,26,0,50,34,335,300,0.39,0.028160255680657446,54.6,U_Bell K_Bell A_Heart O_Leaf 10_Bell 9_Acorn 10_Acorn 10_Leaf
3-11-2-3-16-1,3,11.0,2.0,3,16,1,18,15,447,300,0.39,0.028160255680657446,52.99666666666667,9_Heart 7_Acorn 8_Bell K_Bell A_Acorn 8_Acorn O_Bell 8_Heart
3-8-5-3-20-2,3,8.0,5.0,3,20,2,36,22,153,300,0.39,0.028160255680657446,52.413333333333334,9_Bell U_Bell U_Heart 10_Heart 9_Leaf A_Bell 7_Bell A_Leaf
2-11-0-2-11-2,2,11.0,,2,11,2,29,26,154,300,0.39,0.028160255680657446,54.36,A_Bell 8_Leaf 9_Bell 7_Heart 7_Leaf O_Bell A_Acorn K_Acorn
4-11-2-3-24-0,4,11.0,2.0,3,24,0,13,4,175,300,0.39,0.028160255680657446,53.76,8_Heart U_Bell K_Heart 8_Bell O_Bell K_Bell 8_Acorn 9_Bell
3-5-3-4-12-1,3,5.0,3.0,4,12,1,39,25,77,300,0.39,0.028160255680657446,55.306666666666665,9_Heart 10_Acorn K_Acorn 8_Acorn A_Bell K_Heart 9_Acorn 10_Heart
3-14-9-2-33-3,3,14.0,9.0,2,33,3,40,33,15,300,0.39,0.028160255680657446,54.63,U_Leaf U_Acorn O_Acorn 7_Bell A_Leaf A_Bell A_Acorn 9_Leaf
3-7-0-3-9-2,3,7.0,,3,9,2,38,36,129,300,0.39,0.028160255680657446,54.72666666666667,K_Leaf 7_Heart A_Acorn A_Leaf 9_Acorn 10_Acorn U_Bell 8_Heart
3-14-5-2-32-3,3,14.0,5.0,2,32,3,49,33,13,300,0.39,0.028160255680657446,54.89,O_Acorn A_Acorn 10_Heart A_Leaf O_Leaf 7_Leaf 9_Acorn A_Bell
3-12-7-5-27-0,3,12.0,7.0,5,27,0,21,14,2,300,0.39,0.028160255680657446,54.29333333333334,O_Heart 8_Leaf 10_Leaf 9_Leaf K_Leaf U_Heart 7_Leaf U_Bell
3-12-2-4-22-1,3,12.0,2.0,4,22,1,30,25,69,300,0.39,0.028160255680657446,54.026666666666664,7_Acorn O_Heart K_Acorn 10_Acorn A_Acorn 8_Heart 9_Bell U_Heart
3-13-6-2-28-0,3,13.0,6.0,2,28,0,30,14,323,300,0.39,0.028160255680657446,53.2,8_Bell U_Leaf 10_Leaf 9_Leaf A_Heart O_Leaf 7_Acorn K_Acorn
3-14-3-3-25-3,3,14.0,3.0,3,25,3,48,43,7,300,0.39,0.028160255680657446,54.60333333333333,O_Acorn U_Heart A_Bell A_Leaf 10_Leaf A_Acorn 9_Heart 7_Leaf
3-12-2-4-24-0,3,12.0,2.0,4,24,0,15,10,31,300,0.39,0.028160255680657446,53.306666666666665,O_Heart 7_Acorn 8_Leaf 10_Leaf 9_Leaf U_Acorn 7_Leaf 8_Heart
3-12-7-5-27-1,3,12.0,7.0,5,27,1,22,15,4,300,0.39,0.028160255680657446,53.623333333333335,A_Acorn U_Heart O_Heart K_Acorn 9_Acorn U_Bell 7_Acorn 8_Acorn
4-9-2-3-26-0,4,9.0,2.0,3,26,0,24,18,59,300,0.39,0.028160255680657446,54.723333333333336,8_Heart 10_Bell 7_Bell U_Leaf U_Bell K_Acorn K_Bell U_Heart
3-8-6-5-21-1,3,8.0,6.0,5,21,1,40,25,3,300,0.39,0.028160255680657446,53.15,10_Acorn A_Heart 8_Acorn 9_Acorn U_Bell U_Heart K_Acorn A_Acorn
4-8-3-3-21-0,4,8.0,3.0,3,21,0,17,0,68,300,0.39,0.028160255680657446,52.94,8_Leaf A_Heart U_Heart 9_Bell 7_Bell 9_Heart K_Heart 8_Bell
